wkt_geom,COMPKEY,COMPTYPE,SEGKEY,UNITID,UNITTYPE,UNITDESC,OWNERSHIP,CONDITION,CONDITION_,CURRENT_ST,CURRENT__1,LAST_VERIF,PLANTED_DA,BOTANICAL_,SCIENTIFIC,HERITAGE,EXCEPTIONA,CODEREQ,GSI,GREEN_FACT,WIRES,CABLED,CLEARANCE_,SPACETYPE,SITETYPE,GROWSPACE,DIAM,CONDITION1,FUNDING_SO,WATER_THRO,WATER_TH_1,WATER_TH_2,OWNERDIAM,EXPDATE,COMMON_NAM,TREEHEIGHT,ASBUILTPLA,LANDSCAPEA,COMMENTS,PRIMARYDIS,SECONDARYD,OVERRIDEYN,OVERRIDECO,SHAPE_LNG,SHAPE_LAT,IRRIGATESY,ASSETGROUP,ASSETGRO_1,MODDATE,MODBY,TOTAL_RANK,TOTAL_COUN,GENUS
MultiPoint ((-122.37489384099995959 47.58420145600007345)),350014,36,287003,TRE-1033064,TRE,2100 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3748938,47.58420145,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37371378399996047 47.58280945000007023)),349995,36,287003,TRE-1033045,TRE,2300 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3737138,47.58280945,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.3747962709999797 47.58408236000008174)),350012,36,287003,TRE-1033062,TRE,2100 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3747963,47.58408236,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.3740960879999875 47.58326260200004754)),350000,36,287003,TRE-1033050,TRE,2200 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3740961,47.5832626,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37385429499994416 47.58298216200006436)),349997,36,287003,TRE-1033047,TRE,2300 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3738543,47.58298216,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37443502399997897 47.5836796070000787)),350006,36,10817,TRE-1033056,TRE,2200 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,,STRP,5,6,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.374435,47.58367961,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37513531299998704 47.58449508800003969)),350018,36,287003,TRE-1033068,TRE,2100 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3751353,47.58449509,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37414000499995836 47.58332255400006261)),349999,36,287003,TRE-1033049,TRE,2200 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.37414,47.58332255,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37438689299995076 47.58361451300004319)),350005,36,287003,TRE-1033055,TRE,2200 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3743869,47.58361451,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37379732699997703 47.58291694300004337)),349996,36,287003,TRE-1033046,TRE,2300 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3737973,47.58291694,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37403332699994962 47.58319115300002977)),350002,36,287003,TRE-1033052,TRE,2200 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3740333,47.58319115,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.36930838699998958 47.57133648500007439)),245291,36,21687,TRE-77579,TRE,2901 SW SPOKANE ST,PRIV,,,INSVC,,,10/12/92,MAPSIL,Acer saccharinum,N,N,N,N,N,Y,N,N,OTHER,,4,13,3,PVT,0,0,0,PRIV2,,Silver (Silverleaf) Maple,0,,1,"TrunkLean=0, Topped=0, BrnDefect=1, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3693084,47.57133648,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37418575499998497 47.58337548200006495)),350001,36,287003,TRE-1033051,TRE,2200 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3741858,47.58337548,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37269694699995171 47.58028729100004739)),259713,36,10820,TRE-92001,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,1,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3726969,47.58028729,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37259000099999184 47.57994999900006405)),350169,36,10820,TRE-1033220,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.37259,47.57995,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.36356841999997869 47.57132928100003255)),342905,36,22839,TRE-500950,TRE,,SDOT,,,INSVC,,,,MAPNOR,Acer platanoides,N,N,N,N,N,N,N,N,GRASS,,20,14,4,SDOT,0,0,0,SDOT2,,Norway Maple,0,,1,,DISTRICT1,,N,,-122.3635684,47.57132928,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37120000099997696 47.57672700100005159)),349918,36,287002,TRE-1032968,TRE,3000 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,2,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3712,47.576727,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37289261199998691 47.58159854900003438)),349983,36,287003,TRE-1033033,TRE,2400 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,6,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3728926,47.58159855,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37164758099999062 47.57446283800004494)),572148,36,4714,TRE-1047658,TRE,3217 30TH AVE SW,PRIV,,,INSVC,,2/4/11,2/4/11,CEDWRD,Thuja plicata,Y,N,N,N,N,N,N,N,,,99,58,,PVT,0,0,0,PRIV3,,Western Red Cedar,0,,1,,DISTRICT1,,N,,-122.3716476,47.57446284,N,,,7/8/11,RUNDQUN,19,1475,Thuja
MultiPoint ((-122.37298570099994777 47.58181242200004135)),349985,36,287003,TRE-1033035,TRE,2400 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3729857,47.58181242,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37296066599998312 47.58174685200003751)),349984,36,287003,TRE-1033034,TRE,2400 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3729607,47.58174685,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37307686999997713 47.58200770700005933)),349987,36,287003,TRE-1033037,TRE,2400 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3730769,47.58200771,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37304919399997516 47.58194887900003778)),349986,36,287003,TRE-1033036,TRE,2400 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3730492,47.58194888,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37337841199996546 47.5824102010000729)),349990,36,10819,TRE-1033040,TRE,2300 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,3,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3733784,47.5824102,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.3731144429999631 47.58207683000006227)),349988,36,287003,TRE-1033038,TRE,2400 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3731144,47.58207683,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37349571399994375 47.5825656430000663)),349991,36,287003,TRE-1033041,TRE,2300 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3734957,47.58256564,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37315978599997379 47.58214306100006752)),349989,36,287003,TRE-1033039,TRE,2400 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3731598,47.58214306,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37355795899998157 47.58262549500005889)),349992,36,287003,TRE-1033042,TRE,2300 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.373558,47.58262549,N,,,6/6/11,RUNDQUN,1,29524,Acer
MultiPoint ((-122.37285926399994196 47.58153330300007156)),349982,36,287003,TRE-1033032,TRE,2400 HARBOR AVE SW,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3728593,47.5815333,N,,,6/6/11,RUNDQUN,1,29524,Acer
